Job_Offer,Classification
"Directeur Général   Réf 28.R.240.A.S(M.L) - Casablanca - Responsable de Département - Autres Industries - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Rationalisme|Implication au travail - Rattaché au Président Directeur Général, votre principale mission consiste à déployer de manière efficiente les orientations stratégiques définies avec le PDG et approuvées par le Conseil d’Administration. Vous êtes également garant de la pérennité de l’entreprise en assurant la réalisation des objectifs et attentes de l’ensemble de l’organisation sur les aspects humains, techniques et financiers. Vos responsabilités porteront aussi sur le développement global de l’entité dans une optique à moyen et long terme en assurant une écoute active des attentes de nos clients et une veille constante de l’environnement économique à l’échelle nationale et internationale. Principaux axes d’interventions : - Définition de la politique commerciale du groupe en tenant compte de la situation du marché, de la concurrence, des prix et du niveau d’investissement. - Définition de la priorité en matière d’investissements sur la base des objectifs industriels et de la cohérence de la stratégie de développement. - Veiller à l’application de la politique commerciale définie afin de permettre l’atteinte des objectifs fixés. - Veiller à l’application de la politique industrielle dans les meilleures conditions de coûts, délai et quantité. - Veiller à l’application de la politique financière afin d’assurer la rentabilité financière de l’entreprise. - Définition de la politique qualité, ses objectifs et formalisation de l’engagement du top management en matière de qualité. - Ingénieur de formation, idéalement en génie mécanique, avec un troisième cycle en gestion ou management, vous bénéficiez d'une expérience probante dans un poste de Direction technique ou de production à fortes responsabilités managériales et financières. La fonction requiert un bon niveau en anglais. Meneur d’Hommes, stratège et doté d’une forte orientation business, vous souhaitez donner un élan conséquent et constructif à votre carrière en vous positionnant comme le premier interlocuteur du groupe au sein d’une organisation dynamique dans un secteur porteur. - 14, rue El Mourtada - Poste avec Management - nan - nan",0
"Directeur Général   Réf 28.R.241.A.E - Casablanca - Responsable de Département - Autres Industries - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Rationalisme|Implication au travail - Dans le cadre de votre fonction, votre mission consistera à assurer la gestion du groupe et organiser la mise en application des grandes stratégies déterminées conjointement avec la Présidence. Vos différentes responsabilités seront articulées autour des grands axes suivants : - Fixer les objectifs de l'entreprise dans le cadre du plan stratégique. - Garantir la croissance de l'entreprise et le renforcement de son image et de sa position sur le marché. - Garantir à l'entreprise la rémunération des capitaux investis. - Assurer aux clients une satisfaction durable des besoins. - Assurer un rôle de représentation et de négociation. - Garantir le succès des nouvelles entités de production. - Homme de challenge, apte à relever des défis dans le cadre d'une organisation structurée, vous insufflerez au groupe la dynamique optimale pour asseoir la déclinaison de la stratégie aux différents niveaux. Agé de 35 à 45 ans, vous êtes de formation supérieur type Grande Ecole de Commerce, Gestion ou de Management, idéalement avec un troisième cycle en finance de gestion. Vous justifiez d'un bon niveau en anglais, l'espagnol étant un atout conséquent. Vous bénéficiez d'une expérience d'au moins cinq ans dans une fonction similaire à hautes responsabilités sur les aspects financiers, juridiques, commerciaux, humains et organisationnels. Homme d'action à forte opérationnalité, vous vous distinguez par un vrai talent de manager, de communication et d'écoute vis à vis de l'ensemble de l'organisation et de son envrionnement externe. - 14, rue El Mourtada - Poste avec Management - nan - nan",0
"Responsable Production Réf :10.R.228.A - Casablanca - Production / Qualité / Sécurité / Maintenance - Méthodes / Process / Industrialisation - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Ténacité|Organisation|Rationalisme|Respect des règles|Besoin de réflexion|Recherche de nouveauté - Votre principale mission consistera à assurer la coordination des activités de production dans un souci constant d’optimisation et de respect des délais, des quantités et des standards internationaux. Principales responsabilités : - Superviser les opérations de production. - Assurer la disponibilité des ressources humaines et matérielles. - Garantir la sécurité des processus, et la qualité des produits et de la livraison. - Proposer et mettre en œuvre les actions d’amélioration. - Elaborer les procédures de sécurité et de qualité. - Assurer la mise en place du système qualité dans les serres. - Optimiser le rendement des activités de production. - Proposer et contrôler le budget de production. - Gérer les équipes de production. - Agé de 30 à 40 ans, de formation supérieure en Chimie, Microbiologie, ou agronomie, vous bénéficiez d’une expérience probante de 2 à 5 ans sur un poste similaire. Vous avez développé une expérience probante dans la gestion de la production un environnement agricole. La maîtrise de l’anglais est un atout. Dynamique et rigoureux, votre réactivité et vos qualités managériales vous permettront de réussir dans cette fonction et de vous positionner favorablement dans notre structure. - nan - Poste avec Management - nan - nan",0
"Chef de produit Senior - Casablanca - Marketing - Telecom - De 3 à 5 ans - 3 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Ambition|Recherche de nouveauté - Mission : Identifier et déployer les opportunités de développement pour le Business de la Publiphonie à travers : - Définition de plan Mkt Stratégique du Segment publiphonie - Optimisation du portefeuille produits du département - Conception de nouveaux produits maximisant le profit du département - Validation et orientation des travaux agences - Intéraction et interface avec les différentes entités de la compagnie. - - Formation : Ecole Supérieur de Commerce française type HEC, ESCP, Essec, ou Sup de Co avec une spécialisation en marketing et/ou en Business Administration. - Expérience : minimum de 4 ans dans le marketing des produits de grande consommation (de préférence dans les NTIC). - Qualités professionnelles : le candidat doit être orienté analyse et être capable de coacher son équipe. Il doit pouvoir réaliser des analyse macroéconomiques et stratégiques, développer le business et plan Marketing stratégique, et enfin évaluer des Business Plan. - Age : 29 à 30 ans REJOIGNEZ UNE EQUIPE EN PLEIN DEVELOPPEMENT - nan - nan - nan - nan",0
"Directrice de Magasin - Casablanca, Marrakech, Rabat - Responsable de Département - Commercial / Vente / Export - De 3 à 5 ans - 3 poste(s) sur Autres régions - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Implication au travail|Volonté de persuasion|Ambition|Recherche de nouveauté - Mission : Vous aurez à optimiser le chiffre d’affaires du magasin, en accord avec les standards définis par la Direction Commerciale de la marque, et dans le respect de l’image de marque. Pour ce faire, vous aurez à gérer les tâches suivantes : - Manager : Véritable Manager, vous aurez à définir les plans d’actions de votre équipe. Pour cela, vous fixerez et suivrez les objectifs individuels de chacun. Vous serez en outre amené à gérer les recrutements et la formation de votre équipe. - Gérer : Vous analyserez les ventes par famille, les charges et déterminerez les plans d’action adéquats. Pour ce faire, vous aurez à contrôler les stocks, les opérations de caisse et la paie. Enfin, vous assurerez une prévention efficace contre la démarque inconnue. - Vendre : Vous représenterez la marque et ses valeurs. Vous aurez à gérer le merchandising et les opérations commerciales mais aussi à créer une ambiance agréable en magasin. L’accueil client, le Conseil, la Vente et la Fidélisation sont vont maîtres mots. - Communicatrice, à l’écoute de votre Equipe et de vos Clients, vous savez fédérer votre entourage, créer une ambiance motivante et fidélisante. Responsable, vous savez prendre des décisions et gérer leur bonne application dans un domaine qui nécessite une grande réactivité. De niveau Bac+4 en gestion ou commerce (Ecole de commerce, université), votre première expérience réussie de 2 ans minimum en tant que manager vous a permis de développer vos qualités relationnelles, votre écoute et votre sens de service. Si ce descriptif concorde avec votre profil et motivations professionnelles, merci d’adresser votre dossier candidature comprenant votre CV Rekrute complété, une lettre de motivation actualisée et votre photo. Tout dossier incomplet ou ne répondant pas aux critères demandés sera automatiquement rejeté. - - - Poste avec Management - nan - nan",0
"Directrice de Magasin - Casablanca, Marrakech, Rabat - Responsable de Département - Commercial / Vente / Export - De 3 à 5 ans - 3 poste(s) sur Autres régions - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Implication au travail|Volonté de persuasion|Ambition|Recherche de nouveauté - Mission : Vous aurez à optimiser le chiffre d’affaires du magasin, en accord avec les standards définis par la Direction Commerciale de la marque, et dans le respect de l’image de marque. Pour ce faire, vous aurez à gérer les tâches suivantes : - Manager : Véritable Manager, vous aurez à définir les plans d’actions de votre équipe. Pour cela, vous fixerez et suivrez les objectifs individuels de chacun. Vous serez en outre amené à gérer les recrutements et la formation de votre équipe. - Gérer : Vous analyserez les ventes par famille, les charges et déterminerez les plans d’action adéquats. Pour ce faire, vous aurez à contrôler les stocks, les opérations de caisse et la paie. Enfin, vous assurerez une prévention efficace contre la démarque inconnue. - Vendre : Vous représenterez la marque et ses valeurs. Vous aurez à gérer le merchandising et les opérations commerciales mais aussi à créer une ambiance agréable en magasin. L’accueil client, le Conseil, la Vente et la Fidélisation sont vont maîtres mots. - Professionnelle du commerce, vous avez démontré vos talents de gestionnaire et d’animateur d’équipe au cours d’une expérience de 2 à 5 ans à la tête d’un centre de profit. Issue d’une enseigne de prêt à porter Homme, Femme ou Enfant, ou du secteur de l’équipement de la personne, vous avez une réelle sensibilité produit. Communicatrice, à l’écoute de votre Equipe et de vos Clients, vous savez fédérer votre entourage, créer une ambiance motivante et fidélisante. Responsable, vous savez prendre des décisions et gérer leur bonne application dans un domaine qui nécessite une grande réactivité. Si ce descriptif concorde avec votre profil et motivations professionnelles, merci d’adresser votre dossier candidature comprenant votre CV Rekrute complété, une lettre de motivation actualisée et votre photo. Tout dossier incomplet ou ne répondant pas aux critères demandés sera automatiquement rejeté. - 17, rue Kadi Iass Mâarif - Poste avec Management - nan - nan",0
"Contrôleur de Gestion - Rabat - Gestion / Comptabilité / Finance - Audit / Conseil - nan - 1 poste(s) sur Rabat et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Flexibilité|Besoin de réflexion - Rattaché au Directeur Financier, vous êtes responsable du contrôle de gestion en réalisant notamment des analyses détaillées afin de produire une information économique pertinente. Vous aurez en particulier la charge de : - La collecte, le traitement et la mise en forme des différentes informations financières - Le suivi de la rentabilité, l’analyse des écarts et des marges par rapport au budget - L’établissement du plan à 3 ans, et des processus budgetaires (y compris forecasts) - La réalisation des tableaux de bords mensuels pour le reporting ( conso et gestion, connaissances IFRS) - La construction des business plan. - Homme ou femme de talent, vous avez une formation supérieure en finance et comptabilité ( ISCAE, Grandes écoles, Descf etc…), et une Expérience de 5ans au minimum dans une fonction similaire. - 19 avenue Ibn Sina - nan - nan - nan",0
"Juristes d'Affaires / Fiscalistes - Casablanca - Avocat / Juriste / Fiscaliste - Autres services - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion - nan - Qualités éxigées : - Licence en Droit privé obtenue dans une Université Marocaine (section Française) ou Française. - Formation de 3ème cycle en Droit des Affaires et/ou Fiscalité. - Une première expérience dans un grand Cabinet d'Avocats ou un Cabinet Conseil en Droit des Affaires et/ou Fiscalité serait souhaitable. - Maîtrise de l'Arabe et du Français. - Maîtrise de l'Anglais et/ou l'espagnol parlé et écrit. Les candidat(e)s intéressé(e)s par ce poste sont prié(s) d'envoyer une lettre de motivation, un Cv ReKrute et une photo. - - - Poste avec Management - nan - nan",0
"Expert réglementation - Casablanca - Télécoms / Réseaux - Telecom - nan - Casablanca et région - Maroc - nan - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - Les principales responsabilités de l' Expert Réglementation sont : • Etudier, conseiller, proposer et aider à la prise de décision pour réduire les contraintes de la réglementation et augmenter les opportunités dans le développement de l’activité de Méditel. • Décliner les objectifs assignés par la Direction, décisions du régulateur (ANRT) et toute la réglementation et la législation applicable. • Assurer la conformité des obligations et le respect des droits de Méditel, vis-à-vis du régulateur, des autres opérateurs et des autres autorités en général. • Analyser et répondre aux demandes de consultations réglementaires, informer sur les risques et les opportunités relatives aux lancements des nouveaux produits. • Participer dans les groupes de travail relatifs aux nouveaux projets et assurer le traitement des échanges d’informations avec l’ANRT • Intervenir dans la résolution des problèmes d’exploitation de l’interconnexion et de partage d’infrastructures. • Traiter les demandes de règlement de litiges d’interconnexion, présenter l’argumentaire, élaborer les rapports transmis au régulateur et suivre les dossiers des litiges jusqu’à la clôture • Informer la Direction et élaborer des rapports d’études suite à l’apparition des nouvelles dispositions réglementaires ou de nouvelles technologies au Maroc ou à l’étranger. • Suivre les audits de la comptabilité analytique, les résultats et les recommandations. - Vous êtes diplômé(e) d'une Ecole d'Ingénieur, une formation en économie /finances serait un plus indéniable. Vous justifiez également de quatre ans d'expérience dans un poste d'ingénierie réseau. Qualités requises • Esprit d'équipe • Rigueur • Communication et relationnel développé • Souplesse et disponibilité • Esprit d'analyse REJOIGNEZ UNE EQUIPE EN PLEIN DEVELOPPEMENT - nan - nan - nan - nan",0
"Responsable Commercial Expérimenté - Casablanca, Rabat - Commercial / Vente / Export - Administration des ventes / SAV - De 3 à 5 ans - 2 poste(s) sur Autres régions - Maroc - nan - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - Dès votre formation rapide à notre culture d’entreprise, nos activités et gammes de produits, vous aurez la responsabilité d’un secteur avec un portefeuille de clientèle potentielle importante à drainer vers notre marque (Secteur Public pour Rabat, PME/PMI pour Casablanca). - Vous avez un BAC+4 au minimum et êtes diplômés d’une Grande Ecole de Commerce ou de Gestion avec de préférence une Spécialisation en Vente / Marketing. Vous bénéficiez impérativement d’une expérience de 5 ans dans la vente. , idéalement de produits d’équipement dans un environnement managérial structuré. Vous devez obligatoirement disposer d’un véhicule en bon état de marche. Si ce poste répond à vos motivations et vos ambitions professionnelles, merci de nous transférer une lettre de motivation complétée, un CV ReKrute actualisé et une photo. - - - nan - nan - nan",0
"Comptable Senior - Casablanca - Gestion / Comptabilité / Finance - Audit / Conseil - nan - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Flexibilité|Besoin de réflexion - Reportant au responsable Comptabilité, vous aurez pour principale responsabilité de l’assister pour l’établissement des Etats de Comptabilité Générale et Analytique et en particulier : • La Comptabilité Client • La Comptabilité fournisseur • Etc. - Diplômé d’une Ecole de commerce majeure et/ou en comptabilité (Bac+5 minimum), vous justifiez d’une expérience réussie d’au moins 5 ans en fiduciaire ou en audit. Vous maîtrisez parfaitement tous les aspects de la comptabilité (générale, client, fournisseur). Dynamique et ambitieux, vous aimez relever les challenges et découvrir des terrains nouveaux. Doué d’un grand sens de l’analyse, les chiffres n’ont aucun secret pour vous, et vous êtes en outre capable d’une grande autonomie. Vous parlez arabe, français et éventuellement anglais. Vous devez enfin parfaitement maîtriser les outils bureautiques (Word, Excel, PowerPoint, Access). - nan - nan - nan - nan",0
"Responsable Plateforme Technique - Casablanca - Administration des ventes / SAV - Call Centers (métiers de) - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Improvisation|Rationalisme|Implication au travail|Flexibilité|Distance émotionnelle|Extraversion|Conventionnel - Reportant au Directeur du Service Après Vente, le Responsable Plateforme Technique a la responsabilité de diriger l’équipe Call Center de gestion des réclamations clients, qui regroupe 5 personnes à ce jour. Il s’agit d’un rôle clé dans l’organisation car il devra assurer la qualité du service client, remonter des tendances du marché à la Direction Générale, et prendre en charge l’amélioration de nos services en particulier par la montée en compétence et la cohésion de son équipe. - Diplômé d’une Ecole d’Ingénieur, ou équivalent, vous parlez arabe, français, l’anglais serait un plus indéniable. Vous justifiez d’une expérience professionnelle réussie d’au moins 5 ans dans le domaine technique automobile, et disposez également d’une expérience de management et d’une bonne connaissance de la gestion de clients B2B. Le sens du terrain, le goût du service client, l’autonomie et l’intégrité sont autant de valeurs clés pour votre réussite dans ce poste. - nan - Poste avec Management - nan - nan",0
"Directeur d’Agence d’Exploitation - Rabat - Responsable de Département - Commercial / Vente / Export - nan - 1 poste(s) sur Rabat et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Implication au travail|Volonté de persuasion|Ambition|Recherche de nouveauté - La mission du Directeur d’Agence d’Exploitation est de diriger les contrats de prestation de service en optimisant les moyens humains et techniques dans le respect des normes de qualité, de sécurité, des clauses contractuelles et des procédures internes. Cette fonction implique les responsabilités suivantes : • Suivre et gérer toute la réalisation des différentes prestations de service • Gérer le budget et optimiser de l’agence • Manager les équipes dont il a la charge • Contribuer à la mise en œuvre des normes qualité et sécurité. - Vous avez une formation en Grande Ecole d’Ingénieur (Bac+5) ou équivalent, et justifiez d’une expérience réussie de 3 années minimum dans le secteur de la propreté ou un secteur de service similaire. Véritable meneur d’hommes, vous avez également une expertise reconnue dans la gestion de centres de profits. Autonome et organisé, vous savez gérer des clients Grands Comptes, et vous savez relever avec brio des challenges importants. Vous maîtrisez parfaitement le français et l’arabe. - nan - nan - nan - nan",0
"Assistante de Direction - Rabat - Assistanat de Direction / Services Généraux - Autres services - nan - 1 poste(s) sur Rabat et région - Maroc - nan - no info - Flexibilité|Extraversion|Organisation|Conventionnel - Rattachée au Directeur Général, l' Assistante de Direction aura pour mission de réaliser les tâches suivantes : gestion d'agenda, secrétariat, coordination, correspondance et suivi de dossiers pour la Direction. Elle sera en charge également de préparer les projets qui lui seront confiés, et servira d'interface entre les différents interlocuteurs de la Direction. Elle assistera enfin l'ensemble de la Direction dans l'accomplissement des ses responsabilités. - De formation supérieure (Bac+3 / Bac+4), vous avez au moins 28 ans et justifiez d'une expérience professionnelle de 5 ans mimimum dans une fonction d'assistanat en entreprise privée, de préférence internationale. Compétences requises - Bonne capacité d'ex pression et de communication, écrite et orale, en français et en arabe. - Rigueur et organisation - Sérieux, discrétion, maturité et professionnalisme - Pragmatisme et dynamisme - Maîtrise de l'outil informatique (Word, Excel, Powerpoint). Merci d'envoyer vos candidatures en cliquant sur bouton """"postuler"""" ci-dessous, et en joignant un dossier complet (CV, lettre de motivation et photo). - nan - nan - nan - nan",0
"Juriste Contentieux - casablanca - Avocat / Juriste / Fiscaliste - Telecom - nan - Autres régions - Maroc - nan - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion - - Approvisionner les directions concernées de l'Assistance et du Conseil Juridique, - Accompagner et surveiller la gestion du contentieux (réseau, social, divers et impayés) et des pouvoirs, procéder au reporting - Conférer les projets de contrats de bail sites à travers le contrôle juridique des documents contractuels fournis par les sous-traitants ou les propriétaires en relation avec les contrats de baux pour stations de télécommunication GSM - Étudier, analyser et exécuter les demandes de consultations juridiques liées aux dossiers du contentieux et en relation avec les contrats de bail pour l'installation des stations de télécommunication GSM. - Effectuer la gestion et le suivi du contentieux (social, divers, réseau) et assister l'avocat conseil en lui communiquant tous les éléments nécessaires à l'instruction des dossiers contentieux collectés auprès des différentes directions concernées. - Superviser le recouvrement des impayés en assurant le suivi du recouvrement en concertation avec les cabinets d'avocats et la Direction Gestion Clientèle. - Préparer et maintenir le reporting, - Participer et assister dans la collecte des indicateurs et supporter le supérieur hiérarchique au niveau de l'analyse. - Diplômé Bac+5 / Bac+6 en Droit Privé, vous justifiez de 2 ans minimum d'expérience dans le domaine du contentieux, de la veille juridique, etc. Débutants s'abstenir. REJOIGNEZ UNE EQUIPE EN PLEIN DEVELOPPEMENT - nan - nan - nan - nan",0
"Juriste Généraliste - Casablanca - Avocat / Juriste / Fiscaliste - Telecom - nan - Autres régions - Maroc - nan - no info - Distance émotionnelle|Organisation|Rationalisme|Besoin de réflexion - La mission du Juriste Généraliste est d'assurer le conseil juridique à toutes les Directions, intervenir en amont de la conclusion des actes engageant la société, et contrôler en aval les contrats conclus avec ses cocontractants. Il devra dans ce cadre réaliser les activités suivantes : - Assurer l’enregistrement des marques, brevets et noms de domaines et gérer le portefeuille correspondant : recevoir les demandes des directions, traiter par une recherche d’antériorité avec les outils disponibles et effectuer les démarches auprès de l’OMPIC afin d’enregistrer les marques et brevets de l’entité concernée pour le dépôt des noms de domaine. Suivre le portefeuille de marque, brevet et nom de domaine afin que les enregistrements et dépôt soient renouvelés. - Assurer la veille juridique par la transmission aux entités concernées des informations concernant la législation applicable à l’activité de la société soit à leur demande, soit à l’initiative de la direction des affaires juridiques - Recevoir, analyser et traiter les demandes de consultations juridiques émanant des toutes les Directions à caractère technique, financier, commercial ou autre, dans le délai défini - Analyser le lancement des produits et/ou services, quant à leur faisabilité juridique, les campagnes de communication associées - Elaborer, analyser et valider tous les actes juridiques y compris les contrats conclus par la société. - Rédiger les courriers externes à caractère juridique (mise en demeure, résiliation, …). - Standardiser et améliorer les modèles de contrats les plus courants - Elaborer, analyser et contrôler les contrats conclus par la société : vérifier que les contrats soumis pour signature sont ceux validés et l’habilitation des signataires ; notifier aux Directions concernées les dates d’échéances des contrats ; prendre en compte leurs instructions - Actualiser l’information et mettre à jour l’intranet juridique - Diplômé Bac+5 / Bac+6 en Droit Privé, vous justifiez de 2 ans minimum d'expérience dans le domaine du contentieux, de la veille juridique, etc. Débutants s'abstenir. REJOIGNEZ UNE EQUIPE EN PLEIN DEVELOPPEMENT - nan - nan - nan - nan",0
"Directeur Administratif & Financier Expérimenté - Casablanca - Gestion / Comptabilité / Finance - Responsable de Département - De 5 à 10 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'objectivité|Organisation|Rationalisme|Respect des règles|Conventionnel|Flexibilité|Extraversion|Implication au travail - Directement rattaché à la Direction Générale et Membre du Comité de Direction, vous aurez pour mission de : - Superviser l’intégralité de la production comptable et fiscale - Tenir une comptabilité analytique - Réaliser les reportings comptables et financiers mensuels - Etablir les budgets annuels, en assurer le suivi et l’analyse - Elaborer les bilans - Suivre les dépenses d’investissement, - Optimiser la politique fiscale de l'entreprise - Maîtriser les relations avec les tiers : commissaires aux comptes, administrations ; - Gérer la trésorerie et les relations avec les organismes bancaires - Effectuer des missions spéciales que l'activité et la croissance peuvent nécessiter. (Mobilité géographique) - Animer, former et encadrer une équipe de 3 collaborateurs, # ^ - Vous bénéficiez d’ une expérience réussie de 5 à 10 ans dans un poste similaire. Issu d’une formation supérieure en Gestion (Ecole de Commerce) avec option Finance ou MSTCF/DECF/DESCF, vous justifiez d’une expérience significative en tant que Directeur Administratif et Financier ayant évolué dans le secteur industriel ou vous aurez réalisé l’ensemble des tâches indiquées ci-dessus. Vous faites preuve d’une grande opérationnalité, d’autonomie, de leadership, de rigueur, et d’un sens de la performance et du résultat. Vous mettez en place les mesures correctives qui s’imposent. Stratège, vous anticipez et vos recommandations s’inscrivent dans une vision pérenne de l’entreprise. Aujourd’hui vous souhaitez exprimer pleinement votre savoir faire et votre personnalité au sein d’une entité à taille humaine. Si ce descriptif concorde avec votre profil et motivations professionnelles, merci d’adresser votre dossier candidature comprenant votre CV Rekrute complété, une lettre de motivation personnalisée et votre photo. - - - nan - nan - nan",0
"Ingénieurs Technico Commerciaux - Berrechid - Commercial / Vente / Export - Administration des ventes / SAV - De 1 à 3 ans - 2 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - A partir d'un portefeuille de prospects et de clients déjà acquis par l'entreprise, vous suivez, fidélisez et dynamisez les ventes des clients de votre secteur. Vous serez l'interface technique entre les clients et l'entreprise et prendrez en charge la réception, le traitement technique et le suivi des commandes. A l’écoute de votre marché, vous assurez une remontée d’information quotidienne. - De formation technique (Bac+2 au minimum), vous justifiez d'une expérience probante soit en tant que technicien, soit en tant que commercial terrain. Votre fibre technique et commerciale, ajoutée à votre intérêt pour nos produits et clients, seront les clés de votre réussite future. Maîtrise parfaite du Français et de l’Amazigh. - nan - nan - nan - nan",0
"Gérante de magasin de prêt à porter - Marrakech - Commercial / Vente / Export - Recrutement / Intérim - De 1 à 3 ans - 1 poste(s) sur Marrakech et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Intuition / Spontanéité|Ambition|Recherche de nouveauté - Gestion du magasin : caisse et stock Encadrement de la vendeuse, accueil , reporting et relations publiques - Minimum 2 ans d'expérience dans un poste similaire. Maitrisant parfaitement le français et l'outil informatique. Présentable, responsable et aimant tout ce qui est en relation avec la mode - nan - Poste avec Management - nan - nan",0
"Directeur de publicité - Casablanca - Communication / Publicité / RP - Marketing - nan - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Flexibilité|Extraversion|Ambition|Recherche de nouveauté|Organisation - Rattaché(e) à la Direction Générale, vous développez l’activité régie publicitaire sur un nouveau secteur spécialisé au travers des missions suivantes : - Conception de plan de communication media et recommandations stratégiques - Gestion de l’activité commerciale consistant à proposer et négocier des volumes d’espaces publicitaires auprès d’annonceurs - Elaboration, suivi et développement du portefeuille annonceurs - Suivi des investissements et budgets - Suivi statistique et analyse des résultats des campagnes. - De formation supérieure, vous justifiez d’une première expérience de 3 ans minimum en médiaplanning au sein d'une régie publicitaire, en centrale d'achat d'espaces, chez l'annonceur ou en station de radio. Votre connaissance du tissu économique local est un atout indéniable. Rigoureux (se), dynamique, vous appréciez les challenges et démontrez des capacités d'analyse et de synthèse développées. Vous avez le sens de l'écoute, le goût des contacts. Vous êtes sensible à une approche conseil. Réactif(ve), vous possédez une forte capacité à anticiper et à prendre des initiatives. Vous maîtrisez parfaitement le Français et l’Arabe et vous possédez de bonnes qualités rédactionnelles. Vous êtes motivé(e) à l’idée de prendre de réelles responsabilités dans le développement de notre projet, n’hésitez pas à nous envoyer votre candidature. - 18 Bis, Rue Marnissa Souissi Rabat - nan - nan - nan",0
"Ingénieur Radio Wimax - Casablanca - Télécoms / Réseaux - Telecom - nan - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - La mission de l'Ingénieur Radio Wimax est d'assurer les Site Surveys et Planification Wimax, l'étude de spécifications techniques, les tests Wimax et optimisation du réseau Wimax. - Vous êtes Ingenieur Telecom, vous êtes également parfaitement bilingue (français, anglais) Vous possédez également une excellente aisance rédactionnelle et un très bon relationnel. Les connaissances ci-dessous sont souhaitées - Réseaux Wimax & WiFi, NGN, et FH - Connaissances en IP - Réseaux de télecomunications PSTN, GSM & GPRS, UMTS souhaitables. REJOIGNEZ UNE EQUIPE EN PLEIN DEVELOPPEMENT - nan - nan - nan - nan",1
"Responsable Commercial Grands Comptes - Casablanca - Commercial / Vente / Export - Administration des ventes / SAV - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - nan - no info - Volonté de persuasion|Extraversion|Ambition|Recherche de nouveauté|Improvisation|Implication au travail - Dès votre formation à notre activité et gammes de produits, vous aurez la responsabilité d’un portefeuille de clients important à gérer : Répondre à leurs besoins, aux demandes de prix, gérer les commandes, les livraisons, la facturation, les réclamations s'il y en a… - Vous avez un BAC+4 au minimum et êtes diplômés d’une Grande Ecole de Commerce ou de Gestion avec idéalement une Spécialisation en Vente / Marketing. Motivé, dynamique et réactif, vous avez le sens des responsabilités. Si ce profil répond à vos attentes, merci de nous transférer une lettre de motivation complétée, un CV ReKrute actualisée et une photo. - nan - nan - nan - nan",0
