Job_Offer,Classification,Original_Job_Offer
Ingénieur administration Réseaux Rabat Informatique Electronique Informatique De ans poste Rabat région Maroc Bac plus no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Vos principales missions Maintenir infrastructures condition opérationnelle respect SLAs Superviser infrastructure Réseau composants hardware software Prévenir manière proactive incidents aide systèmes supervision alerte Traiter incidents demande niveau II arrivant outil ticketing Surveiller back log SLA Incidents demandes services Assister techniciens distance accompagnants expertise Surveillance indicateurs différentes plates formes communication vers cellule dconcernée cas anomalie Etudier assurer mise jour versions mineures majeures infrastructure réseau Veiller bonne exécution sauvegardes configurations Maintenir documentation procédures nécessaires exploitation réseau Assurer reporting régulier activité vers Manager Vous maitrisez Système exploitation Windows Server Linux Red Hat Unix Language Script Power Shell VB script Proxy Gateway Squid IronPort Websense Protocole réseau TCP IP DNS SMTP SNMP LDAP CFT FTP Radius Firewall Checkpoint Fortinet Cisco ASA Certification souhaitables Equipment réseau Switch N N Alcatel HP Cisco AP Wifi Meraki Cisco Logiciel Supervision What up Gold Solarwinds Centreon Nagios Vous parlez anglais français bon ésprit équipe synthèse partage connaissances bon relationnel sens service écoute client rédaction comptes rendus reporter vers clients vers hiérarchie Responsable Autonome Rigoureux Communicant,1,"Ingénieur d'administration Réseaux - Rabat - Informatique / Electronique - Informatique - De 3 à 5 ans - 1 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Vos principales missions: - Maintenir les infrastructures en condition opérationnelle dans le respect des SLAs. - Superviser l’infrastructure Réseau et ses composants hardware et software - Prévenir de manière proactive les incidents à l’aide des systèmes de supervision ou d’alerte - Traiter les incidents et demande en niveau II arrivant dans l’outil de ticketing - Surveiller le back log et les SLA Incidents et demandes de services - Assister les techniciens à distance, en les accompagnants dans leur expertise - Surveillance des indicateurs des différentes plates-formes avec communication vers la cellule dconcernée en cas d’anomalie. - Etudier et assurer la mise à jour des versions mineures et majeures de l’infrastructure réseau - Veiller à la bonne exécution des sauvegardes des configurations - Maintenir la documentation et les procédures nécessaires à l’exploitation du réseau - Assurer un reporting régulier de l’activité vers le Manager - Vous maitrisez : - Système d’exploitation: Windows Server 2003/2008/2012, Linux Red Hat, Unix…. - Language / Script : Power Shell, VB script … - Proxy / Gateway: Squid, IronPort, Websense …. - Protocole et réseau : TCP/IP, DNS, SMTP, SNMP, LDAP, CFT, FTP, Radius …. - Firewall: Checkpoint, Fortinet, Cisco ASA (Certification souhaitables). - Equipment réseau : Switch N2/N3 Alcatel, HP, Cisco, AP Wifi Meraki Cisco - Logiciel de Supervision : What’ up Gold, Solarwinds, Centreon, Nagios … Vous parlez anglais et français, vous avez un bon ésprit d'équipe,de synthèse et de partage des connaissances, un bon relationnel, sens du service, écoute du client, rédaction des comptes rendus et reporter vers les clients et vers sa hiérarchie. - Responsable et Autonome - Rigoureux - Communicant - nan - nan - nan - nan"
Administrateur Base Donnèes ORACLE Expert Casablanca Informatique Electronique Informatique De ans poste Casablanca région Maroc Bac plus no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Au sein activité Infogérance équipes exploitent maintiennent condition opérationnelle tout partie parc informatique client compris infrastructures communication réseaux serveurs ordinateurs personnels périphériques impression stockage Pour accompagner forte croissance recherchons DBA Oracle confirmés disponibles rapidement effectuez missions telles Le support niveau clients La maintenance systèmes La capitalisation savoir Le respect normes bonnes pratiques La formation équipes internes juniors L étude réalisation architectures techniques La rédaction dossiers techniques Des missions conseil autour produits Oracle selon profil demande L administration plateformes Exadata Exalogic Environnements Production Vous coordinateur privilégié support Vous responsable centralisation informations clients coordination équipe Vous garantissez qualité suivre méthodes processus industrialisés Vous effectuez suivi tickets Vous garant maintenance normalisation documents Vous mission L administration mises jour optimisation bases données La mise place validation suivi sauvegardes bases données RMAN L analyse suivi performances bases données La gestion changements incidents problèmes logique ITIL La mise place audit sécurité bases données La réalisation documentations techniques La réalisation rapports demande récurrents De formation supérieure Bac type Ecole ingénieur universitaire MIAGE Vous minimum ans expérience rôle ingénieur support DBA Oracle déjà travaillé environnement RAC Dataguard administration courante installation Vous disposez réelle expertise Oracle expertise MySQL PostgreSQL SQL Server Cassandra appréciée Une connaissance expertise Exadata Exalogic OVM atout majeur Vous passionné technologies Oracle doté certifications éditeur suivez blogs thématiques actualité technologique Nearshore Park Shore,1,"Administrateur Base de Donnèes ORACLE Expert - Casablanca - Informatique / Electronique - Informatique - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Au sein de l’activité Infogérance, nos équipes exploitent et maintiennent en condition opérationnelle tout ou partie du parc informatique d’un client, y compris ses infrastructures de communication : réseaux, serveurs, ordinateurs personnels, périphériques d’impression et de stockage. Pour accompagner notre forte croissance, nous recherchons des DBA Oracle confirmés, disponibles rapidement. vous effectuez des missions telles que : • Le support niveau 3(+) aux clients • La maintenance des systèmes • La capitalisation du savoir • Le respect des normes et bonnes pratiques • La formation des équipes internes (juniors) • L'étude et réalisation d'architectures techniques • La rédaction de dossiers techniques • Des missions de conseil autour des produits Oracle selon profil et demande • L'administration de plateformes Exadata/Exalogic/Environnements de Production • Vous êtes le coordinateur privilégié au support • Vous êtes le responsable de la centralisation des informations clients et coordination avec l'équipe • Vous garantissez la qualité et suivre les méthodes et processus industrialisés • Vous effectuez le suivi des tickets • Vous êtes garant de la maintenance et la normalisation des documents Vous avez pour mission : • L’administration, les mises à jour et l’optimisation des bases de données, • La mise en place, la validation et le suivi des sauvegardes des bases de données avec RMAN, • L’analyse et le suivi des performances des bases de données, • La gestion des changements, des incidents et des problèmes dans une logique ITIL, • La mise en place et l'audit de la sécurité des bases de données, • La réalisation de documentations techniques, • La réalisation de rapports (à la demande ou récurrents). - De formation supérieure Bac +4/5 (type Ecole d'ingénieur, universitaire, MIAGE, …) : • Vous avez au minimum 5/7 ans d'expérience dans un rôle d'ingénieur support ou DBA Oracle et avez déjà travaillé en environnement RAC ou Dataguard (administration courante et/ou installation) • Vous disposez d'une réelle expertise Oracle ; une expertise MySQL/PostgreSQL/SQL Server/Cassandra serait appréciée • Une connaissance et expertise sur Exadata, Exalogic, OVM serait un atout majeur • Vous êtes passionné de technologies Oracle et/ou doté de certifications éditeur, et suivez les blogs thématiques et l'actualité technologique - Nearshore Park , Shore 7 ,1100 - nan - nan - nan"
Ingénieur Système Unix Linux Niveau H F Casablanca Informatique Electronique Multimédia Internet De ans poste Casablanca région Maroc Bac plus no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Au sein activité Infogérance équipes exploitent maintiennent condition opérationnelle tout partie parc informatique infrastructures communication client réseaux serveurs ordinateurs personnels périphériques impression stockage Pour accompagner forte croissance recherchons entité serveur ingénieur système Unix Linux confirmé maitrisant plusieurs systèmes UNIX Linux Vos missions consisteront Administrer environnements Unix Linux installer configurer manager AIX Unix IBM Solaris Unix Sun HP UX Unix HP Linux Redhat versions and Suse Garantir disponibilité sécurité SI MCO Gérer performances seuils alerte tuning ressources produits domaine Mettre place outils procédures sauvegarde Analyser problèmes soumis équipes production Planifier participer mise œuvre solutions techniques Mettre place scripts planifications tâche Outils système etc Prendre charge installation nouveaux produits nouvelles versions Participation projets infrastructures Présenter équipes production évolutions techniques envisagées Support niveau plus Outre compétences système devra faire preuve Connaissance outils sauvegardes Netbackup Networker TSM Connaissance problématiques réseau protocoles sécurité Connaissance technologies virtualisation serveurs exemple VMware VIOs SAN concepts stockage LUNs HBA gestion volume logique NFS SNMP sftp SMTP Scripting Shell De formation bac bac acquis expérience minimum ans fonctions similaires Au delà compétences techniques faites preuve rigueur réactivité dynamisme De bonnes qualités relationnelles bon esprit équipe gages réussite cette mission La maîtrise anglais souhaitable De formation bac bac acquis expérience minimum ans fonctions similaires Au delà compétences techniques faites preuve rigueur réactivité dynamisme De bonnes qualités relationnelles bon esprit équipe gages réussite cette mission La maîtrise anglais souhaitable Nearshore Park Shore,1,"Ingénieur Système Unix/Linux Niveau 3 (H/F) - Casablanca - Informatique / Electronique - Multimédia / Internet - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Au sein de l’activité Infogérance, nos équipes exploitent et maintiennent en condition opérationnelle tout ou partie du parc informatique et des infrastructures de communication d’un client : réseaux, serveurs, ordinateurs personnels, périphériques d’impression et de stockage. Pour accompagner notre forte croissance, nous recherchons pour notre entité serveur un ingénieur système Unix/Linux confirmé maitrisant un ou plusieurs systèmes UNIX/Linux. Vos missions consisteront à : Administrer les environnements Unix/Linux (installer, configurer, manager…), AIX (Unix IBM), Solaris (Unix Sun), HP-UX (Unix HP), Linux (Redhat (versions 6 and 7), Suse...) Garantir la disponibilité et la sécurité du SI (MCO), Gérer les performances (seuils d'alerte) et tuning des ressources et produits du domaine, Mettre en place les outils et les procédures de sauvegarde, Analyser les problèmes soumis par les équipes de production, Planifier et participer à la mise en œuvre des solutions techniques, Mettre en place des scripts et des planifications de tâche (Outils système, etc...), Prendre en charge l'installation de nouveaux produits (ou nouvelles versions), Participation aux projets infrastructures Présenter aux équipes de production les évolutions techniques envisagées, Support niveau 3 et plus. Outre ses compétences système il devra faire preuve : Connaissance des outils de sauvegardes (Netbackup, Networker, TSM...) Connaissance des problématiques réseau (protocoles, sécurité...). Connaissance des technologies de virtualisation des serveurs (par exemple, VMware, VIOs…), SAN / concepts de stockage (LUNs, HBA), gestion du volume logique, NFS, SNMP, sftp et SMTP. Scripting Shell - De formation bac+4/bac+5, vous avez acquis une expérience minimum de 3 ans dans des fonctions similaires. Au-delà de vos compétences techniques, vous faites preuve de rigueur, de réactivité et de dynamisme. De bonnes qualités relationnelles et un bon esprit d'équipe seront des gages de réussite sur cette mission. La maîtrise de l’anglais est souhaitable De formation bac+4/bac+5, vous avez acquis une expérience minimum de 5 ans dans des fonctions similaires. Au-delà de vos compétences techniques, vous faites preuve de rigueur, de réactivité et de dynamisme. De bonnes qualités relationnelles et un bon esprit d'équipe seront des gages de réussite sur cette mission. La maîtrise de l’anglais est souhaitable - Nearshore Park , Shore 7 ,1100 - nan - nan - nan"
Administrateur réseau sécurité Technopolis Télécoms Réseaux Pharmacie Santé De ans poste Rabat région Maroc Bac plus no info Besoin autonomie Ambition Implication travail Recherche nouveauté Besoin réflexion Mission Les objectifs principaux poste Senior domaines Réseaux Sécurité Domaine Routing Switching technologies Cisco Catalyst VSS Cisco Nexus Domaine Firewalling UTM Checkpoint necessaire Cisco ASA necessaire Fortigate Palo Alto Domaine IPS IDS Cisco HP Tipping point necessaire Domaine Téléphonie Over IP plus Cisco Avaya Domaine WLAN Aruba Cisco Assure support N N autour domaines listés Mets place suit plans maintenance plateformes clients Propose plans amélioration industrialisation domaine activité Suit gestion documentaire activité Participe revues architecture donne conseils solutions Mène projets intégration migration domaines compétences Assure transfert connaissance montée compétence équipe technologies mentionnées Compétences fonctionnelles Connaissances Excel PowerPoint reportings Connaissances Systèmes Unix Linux Windows Bon relationnel bonne capacité communication écrite orale Rigoureux Tenace Persistant sait prendre initiatives Autonome sait gérer priorités temps être indépendant Respecte processus internes spécifiques clients Adhère étiquettes règlement interne société Être Capable travailler équipe gérer juniors équipe Horaires travail Le travail organisé shifts alternés couvrir plage service h h selon calendrier clients Offshore France Italie Un service astreinte assurer rotation autres administrateurs De formation supérieure Bac plus Informatique réseaux télécoms Avoir expérience minimum ans ancienneté domaine Réseaux Sécurité Très bon niveau français anglais Certifications techniques Aruba CCNP R S Cisco Wireless Cisco Security Checkpoint CCSA HP Tipping point Cisco IPS Certification SM PM ITIL Prince atouts supplémentaires Technopolis Rabatshore batiment B Sala Al Jadida Poste Management,1,"Administrateur réseau et sécurité - Technopolis - Télécoms / Réseaux - Pharmacie / Santé - De 5 à 10 ans - 4 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - Mission : Les objectifs principaux du poste sont de : 1. Senior sur les domaines Réseaux, Sécurité : - Domaine Routing/Switching et technologies: -Cisco Catalyst + VSS -Cisco Nexus - Domaine Firewalling/UTM: (Checkpoint (necessaire), Cisco ASA (necessaire), Fortigate, Palo Alto…) - Domaine IPS/IDS: Cisco, HP Tipping-point (necessaire) - Domaine Téléphonie Over IP est un plus (Cisco, Avaya) - Domaine WLAN : (Aruba, Cisco) 2. Assure le support N2/N3 autour des domaines listés 3. Mets en place et suit les plans de maintenance des plateformes clients 4. Propose des plans d’amélioration et d’industrialisation de son domaine d’activité 5. Suit la gestion documentaire de l’activité 6. Participe aux revues d’architecture et donne des conseils sur les solutions 7. Mène des projets d’intégration et/ou de migration sur ses domaines de compétences 8. Assure le transfert de connaissance et montée en compétence de l’équipe sur les technologies mentionnées Compétences fonctionnelles : - Connaissances Excel et PowerPoint pour les reportings - Connaissances Systèmes (Unix, Linux, Windows) - Bon relationnel et une bonne capacité de communication écrite et orale - Rigoureux, Tenace, Persistant et sait prendre des initiatives - Autonome, il sait gérer les priorités, son temps et être indépendant - Respecte les processus internes et spécifiques aux clients. - Adhère aux étiquettes et au règlement interne de la société. - Être Capable de travailler en équipe et de gérer des juniors dans son équipe Horaires de travail : - Le travail est organisé en shifts alternés pour couvrir la plage de service 6h-19h selon le calendrier des clients Offshore (France, Italie,…) - Un service d’astreinte est à assurer par rotation avec les autres administrateurs. - De formation supérieure Bac+5 et plus en Informatique et réseaux télécoms. - Avoir une expérience minimum de 8 ans d’ancienneté dans le domaine Réseaux & Sécurité. - Très bon niveau en français et en anglais - Certifications techniques , Aruba, CCNP R&S, Cisco Wireless, Cisco Security, Checkpoint CCSA, HP Tipping-point, Cisco IPS. - Certification SM et PM: ITIL, Prince2 (sont des atouts supplémentaires) - Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Poste avec Management - nan - nan"
Pilote Exploitation Rabat Télécoms Réseaux Informatique Moins an poste Rabat région Maroc Bac no info Besoin autonomie Ambition Implication travail Recherche nouveauté Besoin réflexion Analyser logs avant actions Piloter traitement incident HNO si plusieurs intervenants nécessaires résolution incident Vérifier impact incidents selon procédures associées Envoyer rapports status environnement fréquence régulière Envoyer communications suivi batchs durant opérations Peut être amené prendre R R Agent Monitoring Niveau formation De formation Bac minimum informatique Niveau expérience Profil débutant première expérience poste similaire Compétences Techniques Administration UNIX Administration Windows HP Dataprotector Cértification ITIL Scheduler Universe Scheduler Vtom BMC Control M Niveau Compétences Comportementales Orientation service clients Gestion stress rigueur disponibilité Technopolis Rabatshore batiment B Sala Al Jadida,1,"Pilote d'Exploitation - Rabat - Télécoms / Réseaux - Informatique - Moins de 1 an - 1 poste(s) sur Rabat et région - Maroc - Bac +2 - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - Analyser les logs avant actions Piloter le traitement d'un incident en HNO si plusieurs intervenants sont nécessaires pour la résolution de l'incident Vérifier l'impact des incidents selon les procédures associées Envoyer des rapports de status d'environnement à une fréquence régulière Envoyer des communications de suivi des batchs durant les opérations Peut être amené à prendre les R&R d'un Agent Monitoring - Niveau de formation : De formation Bac+2 minimum en informatique. Niveau d'expérience : Profil débutant, ou avec une première expérience dans un poste similaire. Compétences Techniques : Administration UNIX Administration Windows HP Dataprotector Cértification ITIL Scheduler $ Universe Scheduler Vtom BMC Control-M (Niveau 1) Compétences Comportementales : Orientation et service clients Gestion de stress, rigueur, disponibilité - Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - nan - nan - nan"
Chargé e études développement SI Casablanca Informatique Electronique Banque Finance De ans poste Casablanca région Maroc Bac plus no info Recherche nouveauté Implication travail Ambition Besoin réflexion Besoin autonomie Rattaché e Responsable Département Organisation Systèmes Informations principales missions consisteront Contribution projets cours refonte SI métier projets autour Oracle Applications maintenance SI actuel Effectuer étude analyse besoins ordre métier Assurer développements interne externe applications programmes Effectuer tests unitaires intégration Rédiger documentations nécessaires systèmes informatiques Prise charge quelques tâches liées infrastructure réseau Participation divers projets informatiques éventuellement gestion relation prestataires externes Assurer support auprès ensemble utilisateurs Participer activement organisation système informatique De Formation ingénieur état informatique option génie logiciel développement informatique justifiez expérience moins ans poste similaire Vous dynamique polyvalent e sens responsabilité Rigoureux méthodique doté e bonne faculté analyse sens initiative Orienté e vers service utilisateurs sens écoute bon relationnel Vous aimez travailler équipe Boulevard Abdelmoumen,1,"Chargé(e) d’études et de développement SI - Casablanca - Informatique / Electronique - Banque / Finance - De 1 à 3 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Recherche de nouveauté|Implication au travail|Ambition|Besoin de réflexion|Besoin d'autonomie - Rattaché(e)s au Responsable Département Organisation et Systèmes d’Informations, vos principales missions consisteront à : · Contribution dans les projets en cours (refonte du SI métier, projets autour d’Oracle Applications et la maintenance du SI actuel); · Effectuer l’étude et l’analyse des besoins d’ordre métier ; · Assurer les développements en interne ou en externe des applications et des programmes ; · Effectuer les tests (unitaires, d’intégration) ; · Rédiger les documentations nécessaires aux systèmes informatiques ; · Prise en charge de quelques tâches liées à l'infrastructure et au réseau; · Participation dans divers projets informatiques et éventuellement, dans la gestion de la relation avec des prestataires externes; · Assurer le support auprès de l’ensemble des utilisateurs; · Participer activement dans l'organisation du système informatique. - De Formation d'ingénieur d’état en informatique, option génie logiciel ou développement informatique, vous justifiez expérience d’au moins 1 à 3 ans dans un poste similaire. Vous êtes dynamique, polyvalent(e) et vous avez le sens de responsabilité. Rigoureux (se), méthodique, vous êtes doté (e) d’une bonne faculté d’analyse et vous avez le sens de l’initiative. Orienté(e) vers le service aux utilisateurs, vous avez le sens de l’écoute et un bon relationnel. Vous aimez travailler en équipe. - 105 Boulevard Abdelmoumen - nan - nan - nan"
Consultants BI SAP BO SAP BO Data Services Technopolis Salé Distribution métiers Informatique De ans poste Rabat région Maroc Bac plus no info Organisation Respect règles Implication travail Recherche nouveauté Assurer intégration développement support maintenance systèmes Reporting décisionnels opérationnels Conception Gestion Optimisation traitement données Rédaction spécifications fonctionnelles techniques Réalisation études impact estimations charge planification évolutions logicielles Réalisation développements exécutions plans tests unitaires intégration Gestion données flux alimentation Suivi qualité livrables Déploiement intégration solutions Accompagnement assistance support utilisateurs métiers Profil De formation Bac informatique ans expérience min domaine BI dont min ans technologies SAP Business Objects SAP Business Objects Data Services Qualités Posséder sens service client Respecter engagements pris auprès client délais qualité livrables Capacité travailler équipe Esprit analyse synthèse écoute Capacité prise initiative La mobilité géographique bon niveau anglais atouts fortement appréciés Technopolis Rabatshore batiment B Sala Al Jadida,1,"Consultants BI «SAP BO / SAP BO Data Services » - Technopolis, Salé - Distribution (métiers de la) - Informatique - De 3 à 5 ans - 3 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Organisation|Respect des règles|Implication au travail|Recherche de nouveauté - · Assurer l’intégration, développement, support, maintenance des systèmes de Reporting décisionnels et opérationnels (Conception, Gestion, Optimisation et traitement de données) · Rédaction des spécifications fonctionnelles et techniques. · Réalisation des études d’impact et des estimations de charge et planification des évolutions logicielles. · Réalisation des développements et exécutions des plans de tests unitaires et d’intégration. · Gestion des données et flux d’alimentation. · Suivi de la qualité des livrables · Déploiement et intégration des solutions. · Accompagnement, assistance et support des utilisateurs métiers. - Profil : De formation Bac+5 en informatique, avec 3 ans d’expérience min dans le domaine BI dont min 2 ans sur les technologies « SAP Business Objects » et « SAP Business Objects Data Services ». Qualités : · Posséder le sens du service client · Respecter les engagements pris auprès du client (délais, qualité des livrables,…) · Capacité de travailler en équipe · Esprit d’analyse, de synthèse et d’écoute · Capacité de prise d’initiative · La mobilité géographique et un bon niveau en anglais seront des atouts fortement appréciés. - Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - nan - nan - nan"
Ingénieur Systèmes Réseaux H F Bouskoura Télécoms Réseaux Informatique De ans poste Casablanca région Maroc Bac plus no info Besoin autonomie Ambition Implication travail Recherche nouveauté Besoin réflexion Rattaché e Directeur BU comme mission Sauvegarder configuration plate forme sauvegardes système applications Gérer tracer tout changement respectant circuits approbation Participer mise place environnements nouveaux projets Gérer demandes changement relatives plateforme matériel Respecter dates audits planifiés conjointement auditeur qualité faire état totale transparence situation déploiement processus Clôturer non conformités délais convenus Participer amélioration continue faisant part retour expérience propositions améliorations lors audits revues processus Participer formations planifiées évolutions processus concernant De formation Bac plus Systèmes Réseaux possédez ans expérience poste similaire Vous bonne maitrise Serveurs Systèmes Exploitation Windows Unix Systèmes messagerie Vous aptitude gérer efficacement temps prioriser mieux urgences Vous bon niveau Français Anglais bon rédaction Casa Nearshore Park,1,"Ingénieur Systèmes et Réseaux H/F - Bouskoura - Télécoms / Réseaux - Informatique - De 3 à 5 ans - 1 poste(s) sur Casablanca et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Ambition|Implication au travail|Recherche de nouveauté|Besoin de réflexion - Rattaché(e) au Directeur de la BU , vous aurez comme mission: · Sauvegarder la configuration de la plate-forme (sauvegardes système et applications) · Gérer et tracer tout changement en respectant les circuits d’approbation · Participer à la mise en place des environnements pour les nouveaux projets · Gérer les demandes de changement relatives à la plateforme matériel · Respecter les dates d’audits planifiés conjointement avec l’auditeur qualité, et faire état d’une totale transparence sur la situation de déploiement des processus · Clôturer les non-conformités dans les délais convenus · Participer à l’amélioration continue en faisant part de son retour d’expérience et de ses propositions d’améliorations lors des audits et des revues de processus · Participer aux formations planifiées sur les évolutions des processus le concernant - De formation Bac+4 et plus en Systèmes et Réseaux, vous possédez de 3 à 5 ans d’expérience dans un poste similaire. Vous avez une bonne maitrise des Serveurs, des Systèmes d’Exploitation Windows et Unix et des Systèmes de messagerie Vous avez une aptitude à gérer efficacement le temps et prioriser au mieux les urgences Vous avez un bon niveau en Français et en Anglais , vous êtes bon en rédaction. - Casa Nearshore Park - nan - nan - nan"
Ingénieurs Etudes Développement BI Juniors Technopolis Salé Informatique Electronique Informatique Moins an poste Rabat région Maroc Bac plus no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Dans but renforcer Effectif DXC Technology Maroc lance appel candidature externe pourvoir postes ingénieurs Etudes Développement Vous principales missions Rédiger mettre jour spécifications fonctionnelles techniques Analyser prendre charge actions maintenance corrective évolutive Prendre charge développements Rédiger effectuer plans tests unitaires intégration Profil débutant formation Bac lauréat grande école ingénierie Bonnes connaissances BI incluant moins outil Reporting BI type SAP Business Objects SSIS Cognos etc ETL Talend Data Services Data Integrator etc Bonne maîtrise bases données MySQL Oracle SQL Server etc Connaissances processus ITIL Qualités Vous possédez sens service client respectez engagements pris auprès client délais qualité livrables Capable travailler équipe Bonne capacité analyse synthèse écoute Esprit initiative Technopolis Rabatshore batiment B Sala Al Jadida,1,"Ingénieurs Etudes et Développement BI Juniors - Technopolis, Salé - Informatique / Electronique - Informatique - Moins de 1 an - 2 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Dans le but de renforcer son Effectif, DXC Technology Maroc lance un appel à candidature externe pour pourvoir des postes d'ingénieurs Etudes et Développement. Vous aurez pour principales missions : • Rédiger et mettre à jour les spécifications fonctionnelles et techniques ; • Analyser et prendre en charge les actions de maintenance corrective et évolutive ; • Prendre en charge des développements ; • Rédiger et effectuer les plans de tests unitaires et d’intégration. - Profil débutant de formation Bac+5, vous êtes lauréat d’une grande école d’ingénierie. Bonnes connaissances en BI incluant au moins un outil de Reporting BI (de type SAP Business Objects , SSIS ou Cognos ,… etc) et un ETL ( Talend , Data Services , Data Integrator ,… etc) Bonne maîtrise des bases de données ( (MySQL, Oracle, SQL Server, etc.) Connaissances des processus ITIL. Qualités : Vous possédez le sens du service client, respectez les engagements pris auprès du client (délais, qualité des livrables …). Capable de travailler en équipe, Bonne capacité d'analyse, de synthèse et d'écoute Esprit d’initiative - Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - nan - nan - nan"
Ingénieurs Etudes Développement CRM MS Dynamics Juniors Technopolis Salé Informatique Electronique Informatique Moins an poste Rabat région Maroc Bac plus no info Besoin autonomie Besoin réflexion Ambition Implication travail Recherche nouveauté Dans but renforcer Effectif DXC Technology Maroc lance appel candidature externe pourvoir postes ingénieurs Etudes Développement Vous principales missions Rédiger mettre jour spécifications fonctionnelles techniques Analyser prendre charge actions maintenance corrective évolutive Prendre charge développements Rédiger effectuer plans tests unitaires intégration Profil débutant formation Bac lauréat grande école ingénierie Bonnes connaissances CRM MS Dynamics Bonne maîtrise bases données MySQL Oracle SQL Server etc Connaissances processus ITIL Qualités Vous possédez sens service client respectez engagements pris auprès client délais qualité livrables Capable travailler équipe Bonne capacité analyse synthèse écoute Esprit initiative Technopolis Rabatshore batiment B Sala Al Jadida,1,"Ingénieurs Etudes et Développement CRM MS Dynamics Juniors - Technopolis, Salé - Informatique / Electronique - Informatique - Moins de 1 an - 2 poste(s) sur Rabat et région - Maroc - Bac +5 et plus - no info - Besoin d'autonomie|Besoin de réflexion|Ambition|Implication au travail|Recherche de nouveauté - Dans le but de renforcer son Effectif, DXC Technology Maroc lance un appel à candidature externe pour pourvoir des postes d'ingénieurs Etudes et Développement. Vous aurez pour principales missions : • Rédiger et mettre à jour les spécifications fonctionnelles et techniques ; • Analyser et prendre en charge les actions de maintenance corrective et évolutive ; • Prendre en charge des développements ; • Rédiger et effectuer les plans de tests unitaires et d’intégration. - Profil débutant de formation Bac+5, vous êtes lauréat d’une grande école d’ingénierie. Bonnes connaissances en CRM MS Dynamics. Bonne maîtrise des bases de données ( (MySQL, Oracle, SQL Server, etc.) Connaissances des processus ITIL. Qualités : Vous possédez le sens du service client, respectez les engagements pris auprès du client (délais, qualité des livrables …). Capable de travailler en équipe, Bonne capacité d'analyse, de synthèse et d'écoute Esprit d’initiative - Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - nan - nan - nan"
